token	category
一啲都唔	Cantonese
嘅得	Cantonese
就係為咗	Cantonese
改變唔到	Cantonese
嚟屌	Cantonese
解釋吓	Cantonese
咗線	Cantonese
冇人知	Cantonese
做唔	Cantonese
佢都會	Cantonese
翻嚟	Cantonese
呀叔	Cantonese
小心啲	Cantonese
冇諗過	Cantonese
再唔係	Cantonese
做乜	Cantonese
幫唔到	Cantonese
唔低	Cantonese
無啦啦	Cantonese
去啦	Cantonese
識佢	Cantonese
化咗	Cantonese
差唔多	Cantonese
報咗	Cantonese
有乜分別	Cantonese
啦咁	Cantonese
佢出嚟	Cantonese
可以喺	Cantonese
死撚咗	Cantonese
佢食	Cantonese
以前咁	Cantonese
幾吓	Cantonese
唔中意	Cantonese
你有冇	Cantonese
試咗	Cantonese
寫嘅	Cantonese
嗰場	Cantonese
駛唔駛	Cantonese
唔到嘅	Cantonese
咁用	Cantonese
我呀	Cantonese
考慮吓	Cantonese
哂佢	Cantonese
唔撚洗	Cantonese
嘅諗法	Cantonese
就差唔多	Cantonese
嘅存在	Cantonese
放喺	Cantonese
咁又	Cantonese
嚟做咩	Cantonese
就唔可以	Cantonese
封咗	Cantonese
有咗	Cantonese
咗佢啦	Cantonese
地嘅	Cantonese
化嘅	Cantonese
平啲	Cantonese
咁不如	Cantonese
都唔太	Cantonese
返唔到轉頭	Cantonese
咁叫	Cantonese
令佢地	Cantonese
話冇	Cantonese
食吓	Cantonese
唔定	Cantonese
嘅水	Cantonese
咁廢	Cantonese
習慣咗	Cantonese
打嘅	Cantonese
唔過眼	Cantonese
嗰個人	Cantonese
嘅影響	Cantonese
衝出嚟柒	Cantonese
支持吓	Cantonese
男嘅	Cantonese
嘅政治	Cantonese
永遠唔會	Cantonese
野嘅	Cantonese
應該冇	Cantonese
啊嘛	Cantonese
瞓唔到	Cantonese
先啱	Cantonese
撲嘢	Cantonese
唔對路	Cantonese
嘅一日	Cantonese
都冇所謂	Cantonese
啲歌	Cantonese
得咁快	Cantonese
出嚟做	Cantonese
唔好去	Cantonese
咗香港	Cantonese
但唔會	Cantonese
佢用	Cantonese
遲啲	Cantonese
唔夠膽	Cantonese
丫嘛	Cantonese
完全唔同	Cantonese
但唔知	Cantonese
做到咁	Cantonese
將啲	Cantonese
嘅佢	Cantonese
唔喺	Cantonese
唔係咩	Cantonese
諗咁多	Cantonese
嘅人都	Cantonese
玩嘅	Cantonese
捉咗	Cantonese
以為佢	Cantonese
咗好多年	Cantonese
佢唔係	Cantonese
佢同	Cantonese
嘅位置	Cantonese
人地嘅	Cantonese
咗咁	Cantonese
唔好亂	Cantonese
唔尊重	Cantonese
唔一樣	Cantonese
開啦	Cantonese
巖呀	Cantonese
又嚟	Cantonese
訂咗	Cantonese
唔易	Cantonese
嘅例子	Cantonese
曬出嚟	Cantonese
睇唔	Cantonese
妹吓	Cantonese
係用嚟	Cantonese
到啲	Cantonese
力嘅	Cantonese
用吓	Cantonese
有咁嘅	Cantonese
就變咗	Cantonese
唔洗再	Cantonese
啱嘅	Cantonese
為乜	Cantonese
走佢	Cantonese
咁鍾意	Cantonese
錯嘅	Cantonese
冇腦	Cantonese
唔知係咪	Cantonese
都唔信	Cantonese
為佢	Cantonese
唔滿意	Cantonese
兩吓	Cantonese
你試吓	Cantonese
一嚟	Cantonese
戇鳩鳩	Cantonese
唔可以再	Cantonese
但係佢	Cantonese
屎啦	Cantonese
可以試吓	Cantonese
起佢	Cantonese
係喎	Cantonese
呀婆	Cantonese
今日嘅	Cantonese
咪算囉	Cantonese
啱啱好	Cantonese
忍唔到	Cantonese
解決唔到	Cantonese
都唔明點解	Cantonese
留咗	Cantonese
睇吓佢	Cantonese
乜鬼	Cantonese
嗰堆	Cantonese
好呀	Cantonese
又唔得	Cantonese
都唔掂	Cantonese
洗乜	Cantonese
乜乜柒柒	Cantonese
唔係淨係	Cantonese
乜都無	Cantonese
失咗	Cantonese
唔係想	Cantonese
有啲咩	Cantonese
搞咗	Cantonese
嘅社會	Cantonese
嘅巴絲	Cantonese
都唔多	Cantonese
嬲到	Cantonese
從來冇	Cantonese
哂啦	Cantonese
同佢	Cantonese
抽唔到	Cantonese
添啦	Cantonese
完全唔知	Cantonese
唔畀	Cantonese
冇所謂	Cantonese
咁點解	Cantonese
都唔覺	Cantonese
都唔出	Cantonese
啦仆街	Cantonese
唔接受	Cantonese
所以佢	Cantonese
再唔係	Cantonese
就啱	Cantonese
咁樣做	Cantonese
世界嘅	Cantonese
遲吓	Cantonese
唔倒	Cantonese
送咗	Cantonese
咁嘅人	Cantonese
去唔到	Cantonese
如果冇	Cantonese
咁係咪	Cantonese
當佢係	Cantonese
退咗	Cantonese
警甴	Cantonese
都唔出奇	Cantonese
唔哂	Cantonese
香港啲	Cantonese
明嘅	Cantonese
唔勁	Cantonese
我嘅	Cantonese
等嘅	Cantonese
唔認同	Cantonese
介唔介意	Cantonese
咩呀	Cantonese
咁先	Cantonese
啲片	Cantonese
講咁多	Cantonese
呢吓	Cantonese
唔比人	Cantonese
嘅價值	Cantonese
啦吓話	Cantonese
嘅樣	Cantonese
嘅理由	Cantonese
嘅自由	Cantonese
好耐冇	Cantonese
柒吓	Cantonese
佢老豆	Cantonese
覺唔覺	Cantonese
之嘛	Cantonese
就咁	Cantonese
都係為咗	Cantonese
就唔應該	Cantonese
吓晝	Cantonese
亂鳩	Cantonese
識嘅	Cantonese
咁柒	Cantonese
啱唔啱	Cantonese
用唔到	Cantonese
有佢	Cantonese
傻撚咗	Cantonese
咁搞	Cantonese
跟佢	Cantonese
咁不如	Cantonese
住啲	Cantonese
咁其實	Cantonese
冇人理	Cantonese
佢屋企	Cantonese
你地嘅	Cantonese
你唔好	Cantonese
佢唔	Cantonese
係唔同	Cantonese
打佢	Cantonese
嘅活動	Cantonese
乜撚野	Cantonese
做咗	Cantonese
啲時間	Cantonese
都冇埋	Cantonese
打咗	Cantonese
嘅學生	Cantonese
有啲嘢	Cantonese
嘅死	Cantonese
買嘢	Cantonese
爛咗	Cantonese
好大嘅	Cantonese
冇啦啦	Cantonese
參考吓	Cantonese
就冇事	Cantonese
屙屎	Cantonese
咁都唔	Cantonese
嘅概念	Cantonese
入咗	Cantonese
我都冇	Cantonese
佢事	Cantonese
對我嚟講	Cantonese
佢地有	Cantonese
冇耐	Cantonese
唔知幾時	Cantonese
野啦	Cantonese
買佢	Cantonese
鐘意佢	Cantonese
其實唔係	Cantonese
留意吓	Cantonese
洗咗	Cantonese
仲會唔會	Cantonese
唔搭八	Cantonese
走嚟	Cantonese
嘅態度	Cantonese
喺你	Cantonese
唔正常	Cantonese
休息吓	Cantonese
可能佢	Cantonese
嘅環境	Cantonese
唔想做	Cantonese
嘅男仔	Cantonese
所以佢	Cantonese
嘅公司	Cantonese
唔包	Cantonese
就唔同	Cantonese
洗唔洗	Cantonese
因為佢地	Cantonese
嬲嬲	Cantonese
差咗	Cantonese
一樣嘅	Cantonese
而唔	Cantonese
有冇機會	Cantonese
就嚟	Cantonese
唔洗理	Cantonese
啲朋友	Cantonese
廢嘅	Cantonese
嘅做法	Cantonese
嚟去去	Cantonese
咗成個	Cantonese
向吓	Cantonese
佢哋係	Cantonese
證明咗	Cantonese
嘅過程	Cantonese
都冇事	Cantonese
喺連登	Cantonese
值唔值得	Cantonese
二嚟	Cantonese
我唔識	Cantonese
都嚟	Cantonese
嘅字	Cantonese
你會唔會	Cantonese
嗰啲人	Cantonese
都唔知點	Cantonese
買啦	Cantonese
掛住佢	Cantonese
嗰位	Cantonese
咁係	Cantonese
話唔定	Cantonese
唔知會唔會	Cantonese
好啦	Cantonese
佢而家	Cantonese
話佢地	Cantonese
頂唔住	Cantonese
嗰次	Cantonese
唔係有	Cantonese
想要嘅	Cantonese
佢真係	Cantonese
過啦	Cantonese
嘅選擇	Cantonese
呢啲垃圾	Cantonese
唔妥	Cantonese
又唔敢	Cantonese
食啦	Cantonese
社會嘅	Cantonese
咗膠	Cantonese
根本唔	Cantonese
有啲似	Cantonese
又唔好	Cantonese
講嘅嘢	Cantonese
都係咁諗	Cantonese
之後佢	Cantonese
但佢地	Cantonese
唔好俾	Cantonese
佢啲	Cantonese
都唔要	Cantonese
仲咁	Cantonese
唔做野	Cantonese
你嘅	Cantonese
啦喎	Cantonese
唔係應該	Cantonese
冇乜人	Cantonese
你諗吓	Cantonese
同佢哋	Cantonese
就咁睇	Cantonese
勁啲	Cantonese
嘅事實	Cantonese
都唔代表	Cantonese
應該唔係	Cantonese
咗佢地	Cantonese
所以冇	Cantonese
咁係咪	Cantonese
有冇用	Cantonese
買唔買	Cantonese
激嬲	Cantonese
帶佢	Cantonese
唔知做乜	Cantonese
不嬲都	Cantonese
係咁講	Cantonese
好唔同	Cantonese
唔好太	Cantonese
仲唔係	Cantonese
做緊乜	Cantonese
我唔想	Cantonese
嘅角度	Cantonese
唔投	Cantonese
癡咗線	Cantonese
嘢做	Cantonese
咩都冇	Cantonese
嘅自己	Cantonese
我覺得佢	Cantonese
嘅波	Cantonese
當咗	Cantonese
如果係咁	Cantonese
出嚟	Cantonese
去咗邊	Cantonese
唔帶	Cantonese
戇撚鳩	Cantonese
唔出嚟	Cantonese
唔敢	Cantonese
住喺	Cantonese
添呀	Cantonese
咗兩	Cantonese
唔好以為	Cantonese
溝唔到	Cantonese
唔計	Cantonese
消失咗	Cantonese
做嘅嘢	Cantonese
但係佢	Cantonese
啲相	Cantonese
諗吓	Cantonese
出咗嚟	Cantonese
一定唔係	Cantonese
嗰條	Cantonese
同冇	Cantonese
唔洗咁	Cantonese
都唔係	Cantonese
都唔俾	Cantonese
香港咁	Cantonese
點都唔會	Cantonese
唔止	Cantonese
會唔會太	Cantonese
皮啦	Cantonese
會唔會係	Cantonese
發咗	Cantonese
嘅作品	Cantonese
點呀	Cantonese
嘅樓	Cantonese
做得唔好	Cantonese
你又唔	Cantonese
定啲	Cantonese
咁即係	Cantonese
嚟講係	Cantonese
成為咗	Cantonese
我覺得佢	Cantonese
好嘢	Cantonese
定咗	Cantonese
唔該曬	Cantonese
肯唔肯	Cantonese
咁唔	Cantonese
佢地自己	Cantonese
者嘅	Cantonese
唔理	Cantonese
喺街	Cantonese
抖吓	Cantonese
真係唔識	Cantonese
住咁	Cantonese
搞咁多野	Cantonese
賺咗	Cantonese
搞到佢	Cantonese
如果冇	Cantonese
咗閘	Cantonese
嘅歷史	Cantonese
買嚟	Cantonese
咁長	Cantonese
易啲	Cantonese
少咗好多	Cantonese
嘅風險	Cantonese
唔好成日	Cantonese
唔好打	Cantonese
同佢傾	Cantonese
唔好買	Cantonese
啲咁嘅	Cantonese
睇唔出	Cantonese
唔知有冇	Cantonese
唔建議	Cantonese
問題啦	Cantonese
咗幾年	Cantonese
嘅責任	Cantonese
就唔會有	Cantonese
咁重要	Cantonese
話佢係	Cantonese
買返嚟	Cantonese
啦佢	Cantonese
唔割	Cantonese
嘅目的	Cantonese
見佢	Cantonese
冇計	Cantonese
唔洗諗	Cantonese
嘅書	Cantonese
唔換	Cantonese
真係唔會	Cantonese
咁多人	Cantonese
同埋佢	Cantonese
到咁上下	Cantonese
到嚟	Cantonese
帶嚟	Cantonese
九唔搭八	Cantonese
已經唔	Cantonese
自己唔	Cantonese
點解唔可以	Cantonese
後嚟	Cantonese
唔慣	Cantonese
屌啦	Cantonese
起嚟	Cantonese
嘅力量	Cantonese
開心啲	Cantonese
都唔緊要	Cantonese
咁嘅情況	Cantonese
叫咗	Cantonese
唔埋	Cantonese
可以唔	Cantonese
我喺	Cantonese
唔會咁	Cantonese
希望佢	Cantonese
上面嘅	Cantonese
就好啦	Cantonese
唔怪	Cantonese
打唔到	Cantonese
係佢	Cantonese
佢就係	Cantonese
絕對唔係	Cantonese
番啲	Cantonese
咁同	Cantonese
發生嘅事	Cantonese
就唔駛	Cantonese
吓大家	Cantonese
想唔想	Cantonese
咗幾日	Cantonese
真嘅	Cantonese
唔嚟	Cantonese
失去咗	Cantonese
絕對唔會	Cantonese
有乜問題	Cantonese
野嚟	Cantonese
嘅決定	Cantonese
知啦	Cantonese
啦柒頭	Cantonese
唔知邊個	Cantonese
咁重	Cantonese
佢應該	Cantonese
如果唔	Cantonese
嘅其中一個	Cantonese
千祈唔好	Cantonese
都唔知有冇	Cantonese
唔好咁	Cantonese
嘅資料	Cantonese
人呀	Cantonese
好似唔係	Cantonese
我唔會	Cantonese
信唔過	Cantonese
咁又點	Cantonese
冇一個	Cantonese
問咗	Cantonese
狗嘅	Cantonese
仆街啦	Cantonese
佢本身	Cantonese
諗起佢	Cantonese
頂唔	Cantonese
用咗	Cantonese
入嚟	Cantonese
先會咁	Cantonese
唔批	Cantonese
都見唔到	Cantonese
唔似	Cantonese
中共嘅	Cantonese
嘅程度	Cantonese
落佢	Cantonese
有咁	Cantonese
問題嘅	Cantonese
帶咗	Cantonese
睇佢	Cantonese
扮睇唔到	Cantonese
嗰樣	Cantonese
你咁樣	Cantonese
嘅意見	Cantonese
當時嘅	Cantonese
有啲野	Cantonese
吓屆	Cantonese
發現咗	Cantonese
啲水	Cantonese
打啦	Cantonese
仲係咁	Cantonese
面嘅	Cantonese
講啲	Cantonese
嘅意義	Cantonese
講咗	Cantonese
你都唔會	Cantonese
鍾意嘅	Cantonese
嚟計	Cantonese
佢個仔	Cantonese
佢地都	Cantonese
佢入	Cantonese
吓了	Cantonese
走唔甩	Cantonese
唔會有人	Cantonese
依家嘅	Cantonese
美國嘅	Cantonese
嘅權利	Cantonese
呀伯	Cantonese
嘅一部分	Cantonese
高咗	Cantonese
嘅人會	Cantonese
嘅內容	Cantonese
估吓	Cantonese
敢唔敢	Cantonese
樣嘅	Cantonese
而家啲	Cantonese
夠啦	Cantonese
行唔到	Cantonese
下嘅	Cantonese
喺個	Cantonese
救唔到	Cantonese
而家咁	Cantonese
亂嚟	Cantonese
咁快	Cantonese
都唔講	Cantonese
走嘅	Cantonese
喺呢個	Cantonese
唔需要	Cantonese
唔關我	Cantonese
呀哥	Cantonese
課咗	Cantonese
就唔得	Cantonese
口中嘅	Cantonese
但佢地	Cantonese
又唔可以	Cantonese
放唔低	Cantonese
出現咗	Cantonese
唔好玩	Cantonese
話咗	Cantonese
快撚啲	Cantonese
佢咩	Cantonese
廢咗	Cantonese
睇吓有無	Cantonese
住嘅	Cantonese
唔識分	Cantonese
就咁睇	Cantonese
呀我	Cantonese
咁正	Cantonese
一嘢	Cantonese
買唔起	Cantonese
都唔少	Cantonese
吓半場	Cantonese
唔夠打	Cantonese
著咗	Cantonese
嘅新聞	Cantonese
望住佢	Cantonese
都唔止	Cantonese
咗入	Cantonese
時間啦	Cantonese
拍吓	Cantonese
出嚟話	Cantonese
話唔定	Cantonese
唔耐	Cantonese
唔撚好	Cantonese
唔賣	Cantonese
嘅同時	Cantonese
佢覺得	Cantonese
食唔到	Cantonese
咁嘅野	Cantonese
咁的	Cantonese
嚟咗	Cantonese
破咗	Cantonese
唔係講	Cantonese
唔得嘅	Cantonese
咁多時間	Cantonese
都贏唔到	Cantonese
二嚟	Cantonese
冇得	Cantonese
佢好似	Cantonese
完佢	Cantonese
冇任何	Cantonese
嘅愛	Cantonese
都睇唔到	Cantonese
我唔信	Cantonese
嗌交	Cantonese
佢囉	Cantonese
病咗	Cantonese
知道佢	Cantonese
死都唔	Cantonese
唔怪	Cantonese
呃咗	Cantonese
唔係真係	Cantonese
咁講	Cantonese
覺得佢地	Cantonese
佢係咪	Cantonese
越嚟越多	Cantonese
一入嚟	Cantonese
其實佢地	Cantonese
唔好諗	Cantonese
佢個名	Cantonese
冇興趣	Cantonese
唔好以為	Cantonese
嘅效果	Cantonese
變咗做	Cantonese
佢會唔會	Cantonese
唔洗講	Cantonese
唔洗驚	Cantonese
射咗	Cantonese
呢啲係	Cantonese
耐啲	Cantonese
唔講得	Cantonese
係因為佢	Cantonese
頭嘅	Cantonese
嚟比	Cantonese
嘅目標	Cantonese
嘅畫面	Cantonese
打鳩	Cantonese
位置喺奧	Cantonese
嘅作用	Cantonese
拆咗	Cantonese
佢而家	Cantonese
踢咗	Cantonese
佢咪	Cantonese
鳩氣	Cantonese
國嘅	Cantonese
唔一定係	Cantonese
唔好理	Cantonese
唔撚知	Cantonese
喺美國	Cantonese
係日本嘅一個	Cantonese
係咁樣	Cantonese
唔戴	Cantonese
咁靚	Cantonese
咩嚟	Cantonese
嘅抗爭	Cantonese
唔停	Cantonese
香港冇	Cantonese
唔係好	Cantonese
唔係太	Cantonese
行嘅	Cantonese
公司嘅	Cantonese
喺中國	Cantonese
出唔出	Cantonese
難啲	Cantonese
先唔講	Cantonese
到咗	Cantonese
唔係自己	Cantonese
放出嚟	Cantonese
唔好放棄	Cantonese
咁又係	Cantonese
嗰段	Cantonese
佢都有	Cantonese
哩啲	Cantonese
入咗去	Cantonese
有咩咁	Cantonese
算係咁啦	Cantonese
棄咗	Cantonese
嘅人都係	Cantonese
都過唔到	Cantonese
你咁樣	Cantonese
有冇得諗	Cantonese
飛咗	Cantonese
吓一次	Cantonese
冇再	Cantonese
逼佢	Cantonese
睇住佢	Cantonese
睇唔過眼	Cantonese
再嚟	Cantonese
投咗	Cantonese
鬧佢	Cantonese
嘅聲音	Cantonese
爆出嚟	Cantonese
咁大個人	Cantonese
都買唔到	Cantonese
出咗事	Cantonese
唔係唔	Cantonese
諗嘢	Cantonese
約咗	Cantonese
都講咗	Cantonese
唔關我事	Cantonese
冇咗	Cantonese
係咁上下	Cantonese
水嘅	Cantonese
冇得救	Cantonese
咁大聲	Cantonese
同佢講	Cantonese
自己冇	Cantonese
嚟嚟去去	Cantonese
同唔	Cantonese
有乜	Cantonese
嗰時	Cantonese
自己啲	Cantonese
都唔關	Cantonese
嘅劇情	Cantonese
都算係咁	Cantonese
嘅錯	Cantonese
係咩嚟	Cantonese
又唔同	Cantonese
唔知你	Cantonese
先出嚟	Cantonese
做乜撚野	Cantonese
可能佢	Cantonese
咗陣	Cantonese
想睇吓	Cantonese
做啲咩	Cantonese
唔抽	Cantonese
死咗	Cantonese
開佢	Cantonese
咁都要	Cantonese
唔想睇	Cantonese
甩咗	Cantonese
笑佢	Cantonese
傻啦	Cantonese
唔識用	Cantonese
巖唔巖	Cantonese
都唔會再	Cantonese
以外嘅	Cantonese
用嚟做	Cantonese
吓吓都	Cantonese
嘅人工	Cantonese
使乜	Cantonese
嗰個位	Cantonese
又唔肯	Cantonese
浪費咗	Cantonese
咗未	Cantonese
成功嘅	Cantonese
咁驚	Cantonese
無咗	Cantonese
有冇可能	Cantonese
有冇人覺得	Cantonese
把啦	Cantonese
嘅得利益	Cantonese
打唔	Cantonese
嘅狗	Cantonese
玩鳩	Cantonese
所以唔	Cantonese
唔知幾多	Cantonese
波嘅	Cantonese
嘅話我	Cantonese
瞓啦	Cantonese
佢地啲	Cantonese
咁計	Cantonese
嗰集	Cantonese
搵唔	Cantonese
路嘅	Cantonese
關心吓	Cantonese
用啲	Cantonese
唔係無	Cantonese
好唔開心	Cantonese
貴啲	Cantonese
先講啦	Cantonese
嗰張	Cantonese
值唔值	Cantonese
鳩吓	Cantonese
依啲	Cantonese
呀大佬	Cantonese
嘅話可以	Cantonese
認咗	Cantonese
冚家鏟	Cantonese
好好嘅	Cantonese
係咪冇	Cantonese
咪唔好	Cantonese
嘅資訊	Cantonese
心嘅	Cantonese
真係有啲	Cantonese
都係咁話	Cantonese
咁平	Cantonese
多咗人	Cantonese
嘢嘅	Cantonese
屌吓	Cantonese
教佢	Cantonese
啲人話	Cantonese
嗰份	Cantonese
搞佢	Cantonese
而佢	Cantonese
大區嘅	Cantonese
咁似	Cantonese
搶咗	Cantonese
大唔大	Cantonese
唔比你	Cantonese
笑吓	Cantonese
唔好諗住	Cantonese
啦屌你	Cantonese
時期嘅	Cantonese
唔係用	Cantonese
諗諗吓	Cantonese
版嘅	Cantonese
都唔需要	Cantonese
咗一陣	Cantonese
穿咗	Cantonese
嗰到	Cantonese
唔係冇	Cantonese
熄咗	Cantonese
唔到我	Cantonese
告佢	Cantonese
咗落	Cantonese
舒服啲	Cantonese
差嘅	Cantonese
唔影響	Cantonese
都搞唔掂	Cantonese
唔洗做	Cantonese
佢再	Cantonese
唔可能	Cantonese
落嚟香港	Cantonese
嚟個	Cantonese
喺日本	Cantonese
見到佢地	Cantonese
隻狗咁	Cantonese
咗幾耐	Cantonese
玩嘢	Cantonese
令到佢	Cantonese
咁撚柒	Cantonese
時嘅	Cantonese
咁大件事	Cantonese
佢要	Cantonese
都冇咁	Cantonese
真喺	Cantonese
又唔使	Cantonese
開心嘅	Cantonese
都預咗	Cantonese
仲有啲	Cantonese
都唔中	Cantonese
有冇人可以	Cantonese
仲喺	Cantonese
冇撚	Cantonese
嘅性格	Cantonese
開咗個	Cantonese
問吓	Cantonese
嘅文化	Cantonese
咁問	Cantonese
靚啲	Cantonese
睇到佢	Cantonese
唔俾人	Cantonese
咁行	Cantonese
借啲	Cantonese
咗喺	Cantonese
嫁喎	Cantonese
練吓	Cantonese
屌柒佢	Cantonese
我都唔想	Cantonese
咗咩	Cantonese
佢成日	Cantonese
嘅發展	Cantonese
咩事啦	Cantonese
唔幫	Cantonese
甴近平	Cantonese
唔到就	Cantonese
冇時間	Cantonese
屌咗	Cantonese
過啲	Cantonese
唔知係	Cantonese
唔係嘅話	Cantonese
呀屌你	Cantonese
嘅連登仔	Cantonese
唔排除	Cantonese
我唔覺得	Cantonese
式嘅	Cantonese
都唔怕	Cantonese
講得啱	Cantonese
唔好咩	Cantonese
曾經喺	Cantonese
成功咗	Cantonese
睇佢地	Cantonese
乜都唔做	Cantonese
嗰頭	Cantonese
亂鳩咁	Cantonese
喺香港	Cantonese
講咗句	Cantonese
聽唔明	Cantonese
我又唔	Cantonese
佢老婆	Cantonese
嘅只係	Cantonese
差咁遠	Cantonese
嚟睇吓	Cantonese
嘅機	Cantonese
決定咗	Cantonese
再唔	Cantonese
去咗	Cantonese
都唔開	Cantonese
先囉	Cantonese
線嘅	Cantonese
好似我咁	Cantonese
住啦	Cantonese
嘅主要	Cantonese
食唔食	Cantonese
都唔撚識	Cantonese
盡咗	Cantonese
我唔明	Cantonese
嘅睇法	Cantonese
唔洗錢	Cantonese
嘅仆街	Cantonese
變成咁	Cantonese
等吓	Cantonese
係囉	Cantonese
唔加	Cantonese
嚟用	Cantonese
唔夠力	Cantonese
唔覺意	Cantonese
數嘅	Cantonese
唔願意	Cantonese
紅咗	Cantonese
吹佢唔	Cantonese
咁仆街	Cantonese
唔夠錢	Cantonese
係咁架啦	Cantonese
出咗去	Cantonese
可唔	Cantonese
嘅神	Cantonese
有冇人知	Cantonese
咁慘	Cantonese
咁要	Cantonese
派嘅	Cantonese
邊嘅	Cantonese
頂唔到	Cantonese
攞唔到	Cantonese
咁無	Cantonese
唔愛	Cantonese
記得佢	Cantonese
是但啦	Cantonese
亦唔會	Cantonese
嘅經驗	Cantonese
附近嘅	Cantonese
唔多唔少	Cantonese
睇啲	Cantonese
嘅理據	Cantonese
佢都唔會	Cantonese
不如唔好	Cantonese
唔順眼	Cantonese
啲廢老	Cantonese
都係差唔多	Cantonese
解釋唔到	Cantonese
咪又係咁	Cantonese
俾佢哋	Cantonese
唔敢講	Cantonese
嘅感情	Cantonese
咁得閒	Cantonese
答佢	Cantonese
一嚟就	Cantonese
冇人講	Cantonese
型嘅	Cantonese
咁多年	Cantonese
唔可以用	Cantonese
大個咗	Cantonese
唔升	Cantonese
你屙尿	Cantonese
冇撚用	Cantonese
咗幾次	Cantonese
嗰陣起	Cantonese
重要嘅	Cantonese
唔係香港	Cantonese
偉大嘅	Cantonese
嘅定義	Cantonese
咩都唔做	Cantonese
覆佢	Cantonese
真係冇乜	Cantonese
冇必要	Cantonese
畀啲	Cantonese
啦咩	Cantonese
佢哋會	Cantonese
嘅支持	Cantonese
你出嚟	Cantonese
冇得揀	Cantonese
等佢	Cantonese
研究吓	Cantonese
不吓	Cantonese
嘅戲	Cantonese
睇吓自己	Cantonese
冇資格	Cantonese
嘅感受	Cantonese
其實唔係	Cantonese
做乜要	Cantonese
咁當然	Cantonese
你唔知	Cantonese
覺得佢係	Cantonese
啲波	Cantonese
你都唔	Cantonese
咗唔少	Cantonese
唔對得住	Cantonese
唔到錢	Cantonese
但唔代表	Cantonese
又唔講	Cantonese
見過佢	Cantonese
整咗個	Cantonese
用啦	Cantonese
吓星期	Cantonese
佢一個	Cantonese
唔爆	Cantonese
就係咁簡單	Cantonese
你試吓	Cantonese
追唔到	Cantonese
佢有冇	Cantonese
咗一排	Cantonese
就走咗	Cantonese
玩咗	Cantonese
教吓	Cantonese
嘅政府	Cantonese
嘅第	Cantonese
年前嘅	Cantonese
想試吓	Cantonese
仆街嚟	Cantonese
都唔知自己	Cantonese
香港嘅	Cantonese
先唔會	Cantonese
咁鐘意	Cantonese
嘅一面	Cantonese
佢之前	Cantonese
比佢	Cantonese
咪唔	Cantonese
佢個女	Cantonese
可以睇吓	Cantonese
你屙尿嗰陣起	Cantonese
唔是	Cantonese
佢會	Cantonese
嗰幾	Cantonese
千其唔好	Cantonese
冇意思	Cantonese
嘅空間	Cantonese
你呢啲	Cantonese
大嗌	Cantonese
呆咗	Cantonese
係啦	Cantonese
坐喺	Cantonese
先算啦	Cantonese
去唔去	Cantonese
咁想	Cantonese
慢咗	Cantonese
咁啱	Cantonese
佢之前	Cantonese
咁多日	Cantonese
唔會理	Cantonese
可以唔洗	Cantonese
就冇得	Cantonese
